车型,选车类型,价格/万,新车价格,上牌时间,公里数,排放标准,排量,过户信息,年检到期,交强险,商业险到期,发动机,变速箱,网址
雪佛兰 科鲁兹 2011款 1.6L SE MT 变形金刚版,严选车,3.44,原价3.48万,2011-10,7.84万公里,国四,1.6,0次过户,2019-10,2019-10,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/jilin/3941945e9310f981x.htm
大众 高尔夫 2012款 1.6 自动舒适型,严选车,¥6.77,新车指导价14.40万(含税),2013-12,3.26万公里,国四,1.6,0次过户,2019-12,2019-10,已过期,1.6L 105马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hrb/dd1b6384f7d1e45ex.htm
大众 朗行 2015款 1.6L 自动风尚版,严选车,¥7.57,新车指导价13.60万(含税),2016-04,3.64万公里,国五,1.6,0次过户,2020-4,2020-4,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/1ce2c3f994b58930x.htm
别克 威朗 2016款 两厢 15S 自动领先型,严选车,7.79,原价7.96万,2016-09,1.32万公里,国五,1.5,0次过户,2020-9,2019-8,已过期,1.5L 118马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/d4cfd01f8c1e7a4ex.htm
丰田 花冠 2013款 1.6L 自动卓越版,严选车,¥6.07,新车指导价11.80万(含税),2014-08,4.27万公里,国四,1.6,0次过户,2020-8,2019-8,已过期,1.6L 120马力 L4,4档自动变速箱(AT),https://www.guazi.com/dl/77eef6a390cdc55bx.htm
大众POLO 2014款 1.6L 自动舒适版,严选车,¥5.60,新车指导价11.30万(含税),2015-03,4.29万公里,国五,1.6,0次过户,2021-3,2020-3,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hrb/81cd71331cee4646x.htm
奇瑞 瑞虎 2013款 1.6L 手动贺岁版DVVT,严选车,¥2.65,新车指导价10.40万(含税),2013-07,12.28万公里,国四,1.6,0次过户,2019-7,2019-11,已过期,1.6L 126马力 L4,5档手动变速箱(MT),https://www.guazi.com/hrb/4b59ec12217ca262x.htm
雪佛兰 迈锐宝 2013款 2.0L 自动豪华版,严选车,7.28,原价7.5万,2013-08,3.79万公里,国四,2.0,0次过户,2019-8,2019-8,已过期,2.0L 154马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/edadeebc3f53e46bx.htm
大众 速腾 2012款 1.4TSI 自动豪华型,严选车,7.70,原价7.97万,2013-03,7.44万公里,国四,1.4,1次过户,2020-3,2020-3,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/cc/9e30b12f0fe564a6x.htm
现代 悦动 2011款 1.6L 自动舒适型,严选车,¥5.64,新车指导价11.90万(含税),2015-04,2.89万公里,国四,1.6,0次过户,2021-4,2020-4,已过期,1.6L 123马力 L4,4档自动变速箱(AT),https://www.guazi.com/sy/e788f36ec2725f50x.htm
别克 英朗 2014款 XT 1.6L 自动时尚版,严选车,6.41,原价6.54万,2016-01,3.31万公里,国五,1.6,0次过户,2020-1,2019-12,已过期,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/9db3ad5cb4b9cf1dx.htm
雪佛兰 科鲁兹 2013款 1.8L SE AT,严选车,5.02,原价5.16万,2013-08,3.63万公里,国四,1.8,1次过户,2019-8,2019-8,已过期,1.8L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/bccd8636ed80533bx.htm
别克 威朗 2015款 三厢 15S 自动领先型,严选车,7.56,原价7.8万,2016-05,4.15万公里,国五,1.5,1次过户,2020-5,2020-5,已过期,1.5L 118马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hrb/4cf8bb6afcd88775x.htm
别克 英朗 2013款 GT 1.6L 自动时尚版,严选车,¥5.80,新车指导价16.60万(含税),2014-05,8.24万公里,国四,1.6,1次过户,2020-5,2020-5,已过期,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/98a47297a67379f8x.htm
雪佛兰 迈锐宝 2014款 2.0L 自动舒适版,严选车,7.98,原价8.37万,2015-07,4.56万公里,国五,2.0,1次过户,2019-7,2019-7,已过期,2.0L 154马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/08e76aa8bb4719f1x.htm
雪佛兰 迈锐宝 2014款 2.0L 自动舒适版,严选车,¥8.23,新车指导价18.40万(含税),2015-04,3.5万公里,国五,2.0,0次过户,2021-4,2020-4,已过期,2.0L 154马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/ad00786858d3e5ddx.htm
雪佛兰 赛欧 2013款 三厢 1.2L AMT理想版,严选车,¥2.80,新车指导价7.30万(含税),2013-12,7.39万公里,国四,1.2,1次过户,2019-12,2019-11,已过期,1.2L 87马力 L4,5档机械式自动变速箱(AMT),https://www.guazi.com/dl/5621b7da94b1b43cx.htm
丰田 凯美瑞 2013款 200E 经典精英版,严选车,¥10.02,新车指导价19.80万(含税),2015-07,4.2万公里,国五,2.0,0次过户,2019-7,2019-8,已过期,2.0L 147马力 L4,4档自动变速箱(AT),https://www.guazi.com/hrb/d16ccabaa64e465ex.htm
雪佛兰 科鲁兹 2013款 1.6L SE MT,严选车,¥4.77,新车指导价13.00万(含税),2014-02,4.31万公里,国四,1.6,0次过户,2020-2,2020-1,2020-1,1.6L 121马力 L4,5档手动变速箱(MT),https://www.guazi.com/dl/0eb9229791737a24x.htm
福特 福睿斯 2015款 1.5L 自动时尚型,严选车,6.20,原价6.37万,2016-05,4.12万公里,国五,1.5,0次过户,2020-5,2019-5,已过期,1.5L 113马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/ec5b498b7a2705aex.htm
别克 英朗 2013款 GT 1.6L 自动时尚版,严选车,5.28,原价5.44万,2013-03,6.77万公里,国四,1.6,1次过户,2020-3,2020-3,2020-3,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/738abf01c984a8fbx.htm
别克 威朗 2015款 三厢 20T 双离合领先型,严选车,¥7.86,新车指导价17.70万(含税),2016-03,6.11万公里,国五,1.5,1次过户,2020-3,2020-4,已过期,1.5T 169马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/hrb/0056a4bb11ee4a31x.htm
福特 蒙迪欧-致胜 2011款 2.0L GTDi200时尚型,严选车,¥7.08,新车指导价21.70万(含税),2012-05,6.43万公里,国四,2.0,0次过户,2019-5,2019-5,已过期,2.0T 203马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/dl/f754bb7fb3e30b3bx.htm
铃木 雨燕 2013款 1.5L 手动标准版,严选车,3.14,原价3.2万,2014-07,3.62万公里,国四,1.5,0次过户,2020-7,2019-7,已过期,1.5L 103马力 L4,5档手动变速箱(MT),https://www.guazi.com/dl/91578ff1e4ff87a1x.htm
奔腾B70 2011款 2.0L 自动时尚型,严选车,¥4.34,新车指导价15.60万(含税),2012-07,1.5万公里,国四,2.0,0次过户,2019-7,2019-7,已过期,2.0L 146马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/cc/5bc8fab3d24df896x.htm
雪佛兰 赛欧 2013款 三厢 1.4L AMT优逸版,严选车,¥2.93,新车指导价8.20万(含税),2013-09,4.37万公里,国四,1.4,0次过户,2019-9,2019-9,已过期,1.4L 103马力 L4,5档机械式自动变速箱(AMT),https://www.guazi.com/hrb/c0fb7a434d6b0c6fx.htm
雪佛兰 赛欧 2013款 三厢 1.4L AMT优逸版,严选车,2.96,原价3.17万,2013-10,6.99万公里,国四,1.4,0次过户,2019-10,2019-10,已过期,1.4L 103马力 L4,5档机械式自动变速箱(AMT),https://www.guazi.com/cc/f5088a90b1f4a99cx.htm
雪佛兰 迈锐宝 2012款 2.0L 自动豪华版,严选车,¥6.59,新车指导价19.50万(含税),2013-01,7.41万公里,国四,2.0,0次过户,2020-1,2020-1,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cc/e83a99b62c4a2ff8x.htm
雪铁龙 世嘉 2013款 三厢 1.6L 自动品尚型,严选车,¥3.95,新车指导价12.80万(含税),2014-04,6.31万公里,国四,1.6,1次过户,2020-4,2020-5,已过期,1.6L 117马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/dl/5246ac15691fab77x.htm
标致308 2013款 1.6L 手动优尚型,严选车,¥4.22,新车指导价11.50万(含税),2014-11,4.41万公里,国五,1.6,1次过户,2020-11,2019-10,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/dl/964aabc5c8d655aax.htm
三菱 劲炫ASX 2013款 1.6L 手动两驱标准版,严选车,5.99,原价6.34万,2015-10,3.12万公里,国四,1.6,0次过户,2019-10,2019-9,已过期,1.6L 124马力 L4,5档手动变速箱(MT),https://www.guazi.com/dl/826e5eefb23181a6x.htm
起亚 福瑞迪 2011款 1.6L MT GL,严选车,2.47,原价2.65万,2011-09,11.99万公里,国四,1.6,0次过户,2019-9,2019-9,已过期,1.6L 123马力 L4,5档手动变速箱(MT),https://www.guazi.com/hrb/8bf93dea65c8c361x.htm
本田 缤智 2015款 1.5L CVT两驱舒适型,严选车,¥9.41,新车指导价14.80万(含税),2016-09,3.32万公里,国五,1.5,0次过户,2020-9,2019-8,已过期,1.5L 131马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/dl/4cda7fd4602ae7e4x.htm
福特 福克斯 2013款 两厢经典 1.8L 手动基本型,严选车,¥3.70,新车指导价10.80万(含税),2013-10,4.5万公里,国四,1.8,0次过户,2019-10,2019-10,已过期,1.8L 124马力 L4,5档手动变速箱(MT),https://www.guazi.com/dl/75e9927a34dbf3aax.htm
现代 瑞纳 2014款 1.4L 自动智能型GLS,严选车,4.86,原价4.9万,2015-09,4.06万公里,国四,1.4,0次过户,2019-9,2019-8,已过期,1.4L 107马力 L4,4档自动变速箱(AT),https://www.guazi.com/hrb/835943e0a3c6e9d4x.htm
福特 蒙迪欧 2013款 2.0L GTDi200时尚型,严选车,¥11.30,新车指导价22.00万(含税),2015-01,5.57万公里,国四,2.0,0次过户,2021-1,2019-11,已过期,2.0T 203马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hrb/534ecc083f28fadbx.htm
大众 迈腾 2013款 1.8TSI 领先型,严选车,¥11.75,新车指导价23.90万(含税),2013-04,10.79万公里,国四,1.8,2次过户,2019-4,2019-5,已过期,1.8T 160马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/dl/8576f83d164e4dadx.htm
别克 凯越 2013款 1.5L 自动尊享型,严选车,¥4.05,新车指导价12.60万(含税),2014-06,6.69万公里,国四,1.5,1次过户,2020-6,2019-6,已过期,1.5L 113马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/3cec038c35088d4fx.htm
吉利 远景 2018款 1.5L 手动幸福版,严选车,3.90,原价4.12万,2018-02,3.95万公里,国五,1.5,2次过户,2020-2,2020-3,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/dl/b11225bac2e7e86dx.htm
三菱 劲炫ASX 2013款 1.6L 手动两驱标准版,严选车,¥5.91,新车指导价11.90万(含税),2016-05,5万公里,国五,1.6,0次过户,2020-5,2020-4,已过期,1.6L 124马力 L4,5档手动变速箱(MT),https://www.guazi.com/dl/23fd285eff82e8cbx.htm
吉利 经典帝豪 2012款 三厢 1.5L 手动超悦型,严选车,¥2.74,新车指导价7.60万(含税),2012-05,6.24万公里,国四,1.5,2次过户,2019-5,2019-5,已过期,1.5L 106马力 L4,5档手动变速箱(MT),https://www.guazi.com/hrb/c2a8de16638c9a30x.htm
三菱 劲炫ASX 2013款 2.0L CVT两驱豪华版,严选车,¥7.18,新车指导价17.30万(含税),2014-09,6.34万公里,国四,2.0,1次过户,2020-9,2019-9,已过期,2.0L 167马力 L4,6档无级变速箱(CVT),https://www.guazi.com/dl/4829201033283eabx.htm
标致308 2014款 乐享版 经典 1.6L 手动优尚型,严选车,¥4.56,新车指导价11.50万(含税),2016-09,3.21万公里,国五,1.6,0次过户,2020-9,2019-9,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/dl/ae4b437144c048c7x.htm
大众 途观 2010款 1.8TSI 自动两驱菁英版,严选车,9.18,原价9.61万,2011-11,7.79万公里,国四,1.8,0次过户,2019-11,2019-12,已过期,1.8T 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cc/5697b17cb62c962ex.htm
大众 宝来 2011款 1.6L 自动时尚型,严选车,4.03,原价4.1万,2011-09,12.33万公里,国四,1.6,1次过户,2019-9,2019-9,2019-8,1.6L 105马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/09fa6ef2cfb3e268x.htm
北汽绅宝 绅宝D50 2014款 1.5L 手动标准版,严选车,2.95,原价3.11万,2015-11,4.98万公里,国四,1.5,0次过户,2019-11,2019-10,已过期,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/dl/fcb2ae40fa11d504x.htm
雪铁龙 爱丽舍 2015款 质尚版 1.6L 自动时尚型,严选车,¥4.65,新车指导价10.20万(含税),2016-04,4.87万公里,国五,1.6,0次过户,2020-4,2020-3,已过期,1.6L 117马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/hrb/f246b1d5eeea12dfx.htm
现代 瑞纳 2014款 1.4L 手动智能型GLS,严选车,¥3.95,新车指导价8.60万(含税),2015-04,3.36万公里,国四,1.4,0次过户,2021-4,2020-4,已过期,1.4L 107马力 L4,5档手动变速箱(MT),https://www.guazi.com/hrb/c49e1ae4957eb18dx.htm
长安 逸动 2016款 1.6L 手动俊酷型,严选车,¥4.20,新车指导价7.80万(含税),2016-12,3.58万公里,国五,1.6,1次过户,2020-12,2020-3,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/sy/0fb1673b7244d1afx.htm
哈弗H6 2017款 换代 红标 1.3T 自动两驱智尚型,严选车,8.49,原价8.56万,2017-07,2.63万公里,国五,1.3,1次过户,2019-7,2019-7,已过期,1.3T 139马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/cc/7c118c53aa6bae15x.htm
标致3008 2015款 2.0L 自动经典版,严选车,8.00,原价8.09万,2016-08,2.17万公里,国五,2.0,1次过户,2020-8,2019-8,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/76afc9aed7c6471ex.htm
哈弗H6 2017款 换代 红标 1.5T 自动两驱领尚型,严选车,¥9.71,新车指导价15.20万(含税),2018-08,0.86万公里,国五,1.5,0次过户,2020-8,2019-8,已过期,1.5T 169马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/jilin/ff1a4ab435ecbd19x.htm
奔腾X80 2016款 2.0L 自动豪华型,严选车,¥7.55,新车指导价15.80万(含税),2016-10,1.09万公里,国五,2.0,0次过户,2020-10,2019-10,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cc/602d2af6a71f117ax.htm
现代ix25 2015款 1.6L 自动两驱智能型GLS,严选车,¥8.24,新车指导价15.50万(含税),2016-11,2.01万公里,国五,1.6,0次过户,2020-11,2019-11,已过期,1.6L 125马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hrb/551850cb3d15336ex.htm
起亚KX3 2015款 1.6L 自动两驱DLX,严选车,¥7.47,新车指导价15.30万(含税),2015-07,2.28万公里,国四,1.6,0次过户,2019-7,2019-7,已过期,1.6L 125马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/e48a77e0c967cfdex.htm
奔腾B30 2016款 1.6L 手动豪华型,严选车,¥4.08,新车指导价7.90万(含税),2016-01,4.22万公里,国五,1.6,1次过户,2020-1,2020-1,已过期,1.6L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/dl/35206ab0ef4289cdx.htm
雪佛兰 科鲁兹 2011款 1.6T SE MT,严选车,¥3.55,新车指导价17.40万(含税),2011-02,7.3万公里,国四,1.6,0次过户,2020-2,2020-2,已过期,1.6T 184马力 L4,6档手动变速箱(MT),https://www.guazi.com/jilin/64eafd2d9e58ba24x.htm
福特 福克斯 2012款 两厢 1.6L 手动风尚型,严选车,4.49,原价4.68万,2013-07,4.62万公里,国四,1.6,0次过户,2019-7,2019-7,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/dl/6c0c860a36480abcx.htm
起亚K2 2015款 三厢 1.4L AT GLS,严选车,4.67,原价4.82万,2015-11,5.74万公里,国四,1.4,0次过户,2019-11,2020-5,已过期,1.4L 107马力 L4,4档自动变速箱(AT),https://www.guazi.com/dl/c23b4824dd379de7x.htm
奔腾B70 2012款 1.8L 自动时尚型,严选车,3.83,原价3.9万,2013-06,8.06万公里,国四,1.8,0次过户,2019-6,2019-6,已过期,1.8L 139马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cc/047d00cc031af62fx.htm
东风风神A30 2014款 1.5L 自动智尚型,严选车,¥3.55,新车指导价8.70万(含税),2015-07,3.64万公里,国四,1.5,0次过户,2019-7,2019-7,已过期,1.5L 116马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/hrb/23b457965b45949bx.htm
启辰R50 2015款 1.6L 手动时尚版,严选车,3.17,原价3.24万,2015-11,6.57万公里,国四,1.6,1次过户,2019-11,2019-11,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/cc/2325bbb13d2a3358x.htm
现代ix35 2012款 2.0L 自动两驱精英版GLS,严选车,7.18,原价7.65万,2012-12,1.27万公里,国四,2.0,1次过户,2019-12,2019-11,已过期,2.0L 165马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/8505d55b9f719235x.htm
荣威550 2012款 550 1.8L 自动超值版,严选车,3.47,原价3.55万,2012-03,5.38万公里,国四,1.8,1次过户,2020-3,2019-8,已过期,1.8L 133马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/dl/329f80ba23d72f06x.htm
雪佛兰 科帕奇 2015款 2.4L 两驱城市版 5座,严选车,¥10.18,新车指导价19.50万(含税),2016-05,2.57万公里,国四,2.4,0次过户,2020-5,2019-4,已过期,2.4L 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/anshan/44c02c04cccee8a1x.htm
福特 翼搏 2013款 1.5L 自动尊贵型,严选车,5.80,原价5.85万,2015-03,3.03万公里,国四,1.5,1次过户,2021-3,2020-3,已过期,1.5L 110马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/dl/4c942e2790b7022fx.htm
吉利 帝豪 2016款 三厢 1.5L 手动豪华型,0过户,¥4.00,新车指导价8.10万(含税),2016-09,4.35万公里,国五,1.5,0次过户,2020-9,2019-8,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/yantai/c63d050dea2d7f0cx.htm
东风风神A60 2012款 1.6L 自动尊贵型,严选车,4.01,原价4.26万,2013-10,4.6万公里,国四,1.6,0次过户,2019-10,2019-9,已过期,1.6L 117马力 L4,4档自动变速箱(AT),https://www.guazi.com/dl/e9b7851bc4c2023bx.htm
丰田 威驰 2011款 1.6L GL-i 天窗版 AT,严选车,3.99,原价4.09万,2012-09,7.49万公里,国四,1.6,0次过户,2019-9,2019-12,已过期,1.6L 118马力 L4,4档自动变速箱(AT),https://www.guazi.com/dl/27d4ac0c0a98e20ax.htm
北汽绅宝 绅宝D50 2015款 1.5L CVT标准超值导航版,严选车,3.53,原价3.6万,2015-02,4.88万公里,国五,1.5,1次过户,2021-2,2020-2,已过期,1.5L 113马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/sy/ebb28e28dfd054eex.htm
别克 英朗 2011款 GT 1.8L 自动时尚版真皮款,严选车,¥4.15,新车指导价17.90万(含税),2011-06,9.43万公里,国四,1.8,0次过户,2019-6,2019-6,已过期,1.8L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/7a1c85dde2e97153x.htm
标致2008 2014款 1.6L 自动时尚版,严选车,¥5.86,新车指导价13.20万(含税),2015-09,3.19万公里,国五,1.6,1次过户,2019-9,2019-8,已过期,1.6L 117马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/dl/c6ff3bc396812598x.htm
起亚K2 2012款 三厢 1.4L MT GLS纪念版,严选车,3.34,原价3.43万,2013-05,8.62万公里,国四,1.4,0次过户,2020-5,2020-4,已过期,1.4L 107马力 L4,5档手动变速箱(MT),https://www.guazi.com/dl/588716047d573004x.htm
福特 翼虎 2015款 1.5L GTDi 两驱舒适型,严选车,¥9.70,新车指导价21.00万(含税),2016-02,4.35万公里,国五,1.5,1次过户,2020-2,2020-4,已过期,1.5T 181马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hrb/514b5f3373930c59x.htm
Jeep 指南者 2014款 改款 2.4L 四驱豪华导航版(进口),严选车,¥9.88,新车指导价30.50万(含税),2014-07,6.92万公里,国四,2.4,1次过户,2020-7,2019-9,已过期,2.4L 170马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hrb/09b75aad67a5fce2x.htm
雪佛兰 科鲁兹 2013款 掀背 1.6L 自动豪华型,严选车,¥5.59,新车指导价14.50万(含税),2014-10,2.03万公里,国五,1.6,0次过户,2020-10,2019-9,已过期,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/17e450526d9ab653x.htm
奔腾X80 2015款 2.0L 自动舒适型,严选车,¥6.46,新车指导价14.50万(含税),2015-08,3.71万公里,国四,2.0,0次过户,2019-8,2019-7,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cc/a5bab26064625ea9x.htm
传祺GS4 2015款 200T G-DCT尊贵版,严选车,7.16,原价7.31万,2016-01,5.16万公里,国五,1.3,1次过户,2020-1,2019-12,已过期,1.3T 137马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/cc/c514b9da9be41be1x.htm
奔腾X80 2013款 2.0L 自动豪华型,严选车,5.73,原价5.86万,2013-09,6.49万公里,国四,2.0,1次过户,2019-9,2019-9,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cc/c209daf7d591c155x.htm
宝马3系 2016款 320i 时尚型,严选车,¥19.20,新车指导价35.60万(含税),2016-01,1.9万公里,国五,2.0,0次过户,2020-1,2020-1,2019-1,2.0T 184马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/cc/2016340cd7d08d71x.htm
奔腾X80 2013款 2.0L 自动舒适型,严选车,¥5.50,新车指导价14.50万(含税),2013-10,3.4万公里,国四,2.0,0次过户,2019-10,2019-11,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cc/cde6c486aa1b9048x.htm
金杯 阁瑞斯 2018款 2.0L快运豪华型7座V19,降价急售,¥5.36,新车指导价10.10万(含税),2018-05,4.53万公里,国五,2.0,0次过户,2020-5,2020-3,已过期,2.0L 106马力 L4,5档手动变速箱(MT),https://www.guazi.com/sy/96743a05846cbe70x.htm
现代 途胜 2015款 1.6T 双离合两驱智能型,严选车,¥11.43,新车指导价19.50万(含税),2017-09,2.92万公里,国五,1.6,0次过户,2019-9,2019-9,2019-9,1.6T 177马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/dl/d800611dcd17f9bcx.htm
现代ix35 2013款 2.0L 自动两驱智能型GLS 国V,严选车,¥8.07,新车指导价21.40万(含税),2014-10,9.01万公里,国四,2.0,0次过户,2020-10,2019-10,已过期,2.0L 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sy/d6a48df2544f698ex.htm
奔腾X80 2015款 2.0L 手动舒适两周年纪念型,严选车,¥5.99,新车指导价13.40万(含税),2015-07,7.28万公里,国四,2.0,1次过户,2019-7,2019-7,已过期,2.0L 147马力 L4,6档手动变速箱(MT),https://www.guazi.com/cc/3e77bbad4a8c6d54x.htm
奔腾X80 2013款 2.0L 自动豪华型,严选车,¥4.94,新车指导价15.80万(含税),2013-12,7.98万公里,国四,2.0,3次过户,2019-12,2019-12,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cc/85ad0c56ce885625x.htm
东风风行 景逸X5 2013款 1.6L 手动尊享型 国IV,严选车,3.18,原价3.24万,2013-11,2.79万公里,国四,1.6,1次过户,2019-11,2019-11,已过期,1.6L 122马力 L4,5档手动变速箱(MT),https://www.guazi.com/dl/a20a5774b720db51x.htm
福特 翼虎 2013款 1.6L GTDi 两驱风尚型,严选车,¥10.27,新车指导价23.60万(含税),2013-11,4.9万公里,国四,1.6,1次过户,2019-11,2019-11,已过期,1.6T 177马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cc/ebbabcb5f80f96d5x.htm
大众 途观 2010款 2.0TSI 自动四驱菁英版,严选车,¥10.67,新车指导价30.60万(含税),2011-06,10.79万公里,国四,2.0,1次过户,2019-6,2019-6,已过期,2.0T 200马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sy/f643f8edc4f961e0x.htm
