别克,君威,2015款,9.60,21.00,2014-11,4.63,国五,2.0,L,154,L,4,1,2020-11,2019-11,2019-11,6,AT
雪铁龙,C4L 1.8L,2013款,5.48,5.77,2013-07,5.04,国四,1.8,L,139,L,4,0,2019-7,2019-7,已过期,6,AT
日产,天籁,2011款,8.02,24.40,2011-08,8.92,国四,2.5,L,185,V,6,0,2019-8,2019-9,已过期,6,CVT
现代,索纳塔八,2011款,6.80,6.92,2012-07,6.48,国四,2.0,L,165,L,4,1,2019-7,2019-12,已过期,6,AT
标致,307 两厢,2013款,3.65,10.50,2013-10,1.48,国四,1.6,L,117,L,4,0,2019-10,2019-10,已过期,5,MT
别克,君威,2015款,9.70,19.40,2015-04,6.98,国五,2.0,L,154,L,4,1,2021-4,2020-4,已过期,6,AT
北京汽车,E 三厢,2013款,2.89,2.94,2014-11,3.15,国五,1.5,L,113,L,4,0,2020-11,2019-11,已过期,4,AT
别克,君威,2014款,9.04,9.33,2014-12,5,国五,2.0,L,154,L,4,0,2020-12,2019-11,已过期,6,AT
别克,君越,2012款,9.14,9.65,2012-12,5.98,国四,2.4,L,186,L,4,0,2019-12,2020-2,已过期,6,AT
起亚,凯尊,2012款,8.50,8.68,2012-09,5.08,国四,2.4,L,180,L,4,0,2019-9,2019-9,已过期,6,AT
吉利,博瑞,2018款,11.40,16.80,2018-06,4.25,国四,1.8,T,184,L,4,0,2020-6,2020-6,已过期,6,AT
雪铁龙,C5 2.0L,2013款,6.50,6.65,2014-09,12.11,国五,2.0,L,147,L,4,0,2020-9,2019-8,已过期,6,AT
奇瑞,艾瑞泽5,2016款,4.42,4.58,2016-04,1.91,国五,1.5,L,116,L,4,1,2020-4,2020-4,已过期,7,CVT
起亚,K3 1.6L,2013款,4.90,15.60,2013-05,11.03,国四,1.6,L,128,L,4,0,2020-5,2020-5,已过期,6,AT
福特,蒙迪欧-致胜,2011款,6.19,6.24,2012-10,9.87,国四,2.0,T,203,L,4,0,2019-10,2019-11,已过期,6,DCT
福特,福克斯,2012款,5.53,5.81,2014-11,6.89,国四,1.6,L,125,L,4,1,2020-11,2019-10,已过期,6,DCT
大众,迈腾,2013款,11.52,23.90,2014-08,5.84,国四,1.8,T,160,L,4,0,2020-8,2020-5,已过期,7,DCT
大众,途安,2013款,8.16,19.70,2013-08,8.2,国四,1.4,T,131,L,4,1,2019-8,2019-8,2019-8,7,DCT
福特,福克斯,2012款,4.87,5.04,2013-03,3.7,国四,1.6,L,125,L,4,0,2020-3,2020-3,已过期,6,DCT
福特,福克斯,2012款,5.15,5.2,2013-12,4.47,国四,1.6,L,125,L,4,0,2019-12,2019-12,2019-12,6,DCT
大众,高尔夫,2012款,4.95,14.80,2012-07,10.97,国四,1.4,T,131,L,4,0,2019-7,2019-7,已过期,5,MT
别克,凯越,2013款,4.16,4.21,2014-11,6.45,国四,1.5,L,113,L,4,0,2020-11,2019-10,2019-11,6,AT
福特,福克斯,2013款,4.05,4.2,2014-12,5.59,国四,1.8,L,124,L,4,1,2020-12,2019-12,已过期,5,MT
大众,途观,2010款,9.90,10.39,2011-11,7.7,国四,1.8,T,160,L,4,0,2019-11,2019-11,已过期,6,AT
奇瑞,风云2,2015款,2.56,4.70,2016-01,7.3,国五,1.5,L,109,L,4,0,2020-1,2020-1,已过期,5,MT
日产,阳光,2011款,3.46,3.73,2012-12,3.04,国四,1.5,L,112,L,4,0,2019-12,2019-12,已过期,5,MT
起亚,K2 三厢,2011款,3.02,3.22,2011-10,2.34,国四,1.4,L,107,L,4,0,2019-10,2019-10,已过期,5,MT
标致,408 1.8L,2014款,6.47,16.20,2015-01,11.57,国五,1.8,L,139,L,4,0,2021-1,2020-1,已过期,6,AT
雪铁龙,C5 东方之旅,2011款,5.26,5.4,2012-03,14.25,国四,2.3,L,171,L,4,0,2020-3,2020-3,已过期,6,AT
长安,逸动,2014款,3.04,8.70,2014-04,5.74,国四,1.6,L,125,L,4,0,2020-4,2020-4,已过期,5,MT
日产,奇骏,2010款,7.88,8.56,2011-08,8.09,国四,2.5,L,184,L,4,0,2019-8,2020-4,已过期,6,CVT
现代,索纳塔八,2011款,5.43,20.60,2012-03,15.36,国四,2.0,L,165,L,4,0,2020-3,2020-2,2001-1,6,AT
起亚,K2 三厢,2015款,4.50,8.50,2015-08,4,国四,1.4,L,107,L,4,1,2019-8,2019-8,已过期,5,MT
雪佛兰,赛欧3,2015款,3.66,3.8,2016-06,3.55,国五,1.5,L,113,L,4,0,2020-6,2019-6,2019-1,5,MT
福特,福克斯,2012款,4.69,5.08,2014-11,6.89,国四,1.6,L,125,L,4,2,2020-11,2019-12,已过期,5,MT
别克,昂科拉,2015款,7.14,16.30,2015-04,2.38,国五,1.4,T,140,L,4,0,2021-4,2020-4,已过期,6,AT
北汽绅宝,绅宝D50,2014款,3.21,8.90,2014-12,7.72,国四,1.5,L,113,L,4,0,2019-12,2019-12,已过期,5,MT
福特,福克斯,2012款,4.51,4.64,2014-07,7.83,国五,1.6,L,125,L,4,0,2020-7,2019-7,已过期,5,MT
现代,ix35 2.0L,2012款,7.47,8.04,2013-01,3.06,国四,2.0,L,165,L,4,0,2020-1,2020-1,已过期,6,AT
现代,悦动,2011款,3.64,10.80,2013-02,7.6,国四,1.6,L,123,L,4,0,2020-2,2020-2,已过期,5,MT
吉利,帝豪,2016款,4.00,8.10,2016-09,4.35,国五,1.5,L,109,L,4,0,2020-9,2019-8,已过期,5,MT
别克,凯越,2011款,3.09,3.19,2012-11,12.23,国四,1.6,L,110,L,4,0,2019-11,2019-9,已过期,4,AT
大众,途安L,2016款,11.59,20.30,2017-04,6.11,国五,1.4,T,150,L,4,0,2021-4,2020-4,已过期,7,DCT
现代,ix25 1.6L,2015款,7.83,17.00,2015-06,4.02,国四,1.6,L,125,L,4,0,2021-6,2020-5,已过期,6,AT
斯巴鲁,森林人,2012款,9.55,10.21,2012-08,6.6,国四,2.5,L,171,H,4,0,2019-8,2019-8,已过期,4,AT
别克,英朗,2010款,4.23,14.90,2011-11,5.04,国四,1.6,L,121,L,4,1,2019-11,2019-11,已过期,5,MT
宝马,X1 sDrive18i,2012款,11.70,30.60,2012-06,6.67,国四,2.0,L,150,L,4,1,2019-6,2019-6,已过期,6,AT
斯柯达,速派,2016款,11.15,21.70,2016-01,5.53,国五,1.8,T,180,L,4,0,2020-1,2019-8,已过期,7,DCT
铃木,锋驭,2014款,5.93,14.60,2014-05,7.47,国四,1.6,L,122,L,4,1,2020-5,2019-5,2019-5,7,CVT
雪佛兰,科鲁兹,2013款,4.00,12.60,2015-03,9.37,国四,1.6,L,121,L,4,0,2021-3,2020-1,已过期,5,MT
别克,昂科拉,2013款,6.23,6.42,2013-09,5.37,国四,1.4,T,140,L,4,0,2019-9,2019-9,已过期,6,AT
哈弗,H6 Coupe,2015款,8.42,8.69,2015-07,4.2,国五,2.0,T,194,L,4,0,2019-7,2019-7,已过期,6,DCT
Jeep,指南者,2014款,8.85,9.59,2013-11,6.69,国四,2.0,L,156,L,4,0,2019-11,2019-11,已过期,6,AT
起亚,索兰托,2012款,9.40,29.10,2012-07,6.8,国四,2.4,L,174,L,4,0,2019-7,2019-7,已过期,6,AT
大众,途观,2010款,9.76,10.2,2011-12,10.36,国四,2.0,T,200,L,4,0,2019-12,2019-12,已过期,6,AT
雪佛兰,创酷,2014款,6.04,6.25,2014-07,3.44,国五,1.4,T,140,L,4,0,2020-7,2019-7,已过期,6,AT
奥迪,A6L 2.4L,2011款,13.49,13.64,2011-12,9.93,国四,2.4,L,177,V,6,0,2019-12,2019-12,已过期,7,CVT
大众,途安L,2016款,13.84,14.23,2016-12,2.09,国五,1.4,T,150,L,4,0,2020-12,2019-11,已过期,7,DCT
现代,ix35 2.0L,2012款,7.11,7.23,2013-07,7.55,国四,2.0,L,165,L,4,0,2019-7,2019-7,已过期,6,AT
福特,翼搏,2013款,5.00,13.00,2014-05,2.36,国四,1.0,T,125,L,3,2,2020-5,2019-4,已过期,5,MT
福特,翼虎,2013款,9.02,23.60,2014-10,6.5,国四,1.6,T,177,L,4,0,2020-10,2019-10,已过期,6,AT
金杯,阁瑞斯,2018款,5.36,10.10,2018-05,4.53,国五,2.0,L,106,L,4,0,2020-5,2020-3,已过期,5,MT
福特,翼虎,2013款,8.80,8.97,2013-05,7.38,国四,1.6,T,177,L,4,0,2020-5,2020-5,2020-5,6,AT
别克,昂科拉,2014款,6.23,6.49,2014-03,6.69,国四,1.4,T,140,L,4,0,2020-3,2020-3,已过期,6,AT
现代,全新胜达,2013款,9.78,10.31,2013-10,7.74,国四,2.4,L,189,L,4,0,2019-10,2019-10,已过期,6,AT
福特,翼搏,2013款,5.22,13.90,2013-12,7.55,国四,1.5,L,110,L,4,0,2019-12,2019-12,已过期,6,DCT
宝骏,510 1.5L,2017款,5.50,8.20,2018-07,2.4,国五,1.5,L,112,L,4,0,2020-7,2019-7,2019-7,5,AMT
大众,途观,2010款,10.62,30.60,2011-08,14.16,国四,2.0,T,200,L,4,1,2019-8,2019-8,2019-8,6,AT
北汽幻速,S3 1.5L,2014款,3.15,7.50,2015-03,4.84,国四,1.5,L,113,L,4,0,2021-3,2020-3,已过期,5,MT
海马,S7 2.0L,2013款,3.51,3.63,2013-12,8.03,国四,2.0,L,150,L,4,0,2019-12,2020-1,已过期,5,AT
起亚,索兰托,2013款,9.62,9.87,2013-03,12.78,国四,2.4,L,190,L,4,0,2020-3,2020-3,已过期,6,AT
别克,昂科威,2016款,13.71,25.60,2016-03,7.14,国五,1.5,T,169,L,4,0,2020-3,2020-3,已过期,7,DCT
哈弗,H2 1.5T,2014款,4.90,12.20,2014-10,3.02,国四,1.5,T,150,L,4,0,2020-10,2019-10,已过期,6,MT
宝马,3 320Li,2013款,17.19,17.52,2014-03,4.99,国四,2.0,T,184,L,4,0,2020-3,2020-4,已过期,8,AT
长城,M4 1.5L,2012款,2.99,7.40,2013-07,5.59,国四,1.5,L,106,L,4,0,2019-7,2019-7,已过期,5,MT
北汽绅宝,绅宝X55,2016款,4.30,10.30,2016-01,2.54,国五,1.5,T,150,L,4,0,2020-1,2020-1,2000-1,6,MT
长城,M4 1.5L,2014款,3.33,7.00,2015-04,1.92,国五,1.5,L,106,L,4,0,2021-4,2020-4,已过期,5,MT
奇瑞,瑞虎,2012款,3.09,3.17,2014-05,4.38,国四,1.6,L,126,L,4,0,2020-5,2020-5,已过期,5,MT
别克,昂科威,2016款,15.15,29.30,2016-04,3.52,国五,2.0,T,260,L,4,0,2020-4,2020-3,2020-3,6,AT
比亚迪,S6 2.4L,2011款,3.70,14.20,2012-11,7.54,国四,2.4,L,160,L,4,1,2019-11,2019-12,已过期,4,AT
雷克萨斯,NX 200,2016款,25.46,39.90,2016-09,2.99,国五,2.0,L,150,L,4,0,2020-9,2019-9,已过期,1,CVT
凯迪拉克,XT5 28T,2016款,20.45,52.10,2016-08,15.2,国五,2.0,T,269,L,4,0,2020-8,2019-8,已过期,8,AT
奥迪,A6L 45,2016款,32.75,57.00,2016-06,5.25,国五,3.0,T,272,V,6,1,2020-6,2019-6,已过期,7,DCT
丰田,花冠,2013款,6.13,11.80,2013-09,1.91,国四,1.6,L,120,L,4,0,2019-9,2019-9,已过期,4,AT
大众,POLO 1.4L,2016款,5.45,5.49,2018-05,0.89,国五,1.4,L,90,L,4,0,2020-5,2020-5,已过期,5,MT
大众,捷达,2015款,6.15,11.80,2015-04,2.32,国四,1.6,L,110,L,4,0,2021-4,2020-4,已过期,6,AT
大众,朗逸,2013款,6.75,13.70,2016-05,6.94,国五,1.6,L,110,L,4,0,2020-5,2020-4,已过期,5,MT
奥迪,A4L 30,2013款,12.60,29.60,2014-12,8.57,国五,1.8,T,160,L,4,1,2020-12,2020-3,已过期,6,MT
大众,宝来,2015款,7.59,13.60,2015-09,2.4,国五,1.6,L,105,L,4,0,2019-9,2019-9,已过期,6,AT
福特,福克斯,2017款,8.00,13.80,2017-06,1.01,国五,1.6,L,125,L,4,0,2020-6,2020-6,2020-6,6,DCT
本田,思域,2013款,7.11,7.19,2013-08,6.08,国四,1.8,L,141,L,4,0,2019-8,2019-8,已过期,5,AT
丰田,雷凌,2014款,7.64,13.50,2015-07,2.13,国五,1.6,L,122,L,4,0,2019-7,2020-7,已过期,8,CVT
奥迪,A4L 35,2013款,15.73,16.04,2014-08,8.92,国四,2.0,T,180,L,4,0,2020-8,2019-8,已过期,8,CVT
现代,朗动,2012款,5.96,6.37,2014-07,1.62,国四,1.6,L,128,L,4,0,2020-7,2019-7,2019-7,6,AT
大众,速腾,2014款,6.50,6.54,2014-03,5.31,国四,1.6,L,105,L,4,0,2020-3,2020-3,已过期,5,MT
大众,帕萨特,2013款,8.20,21.10,2013-09,6.14,国四,1.4,T,131,L,4,1,2019-9,2019-11,已过期,5,MT
本田,凌派,2016款,9.80,16.30,2016-10,2.93,国五,1.8,L,136,L,4,0,2020-10,2019-11,已过期,1,CVT
日产,轩逸,2012款,7.08,14.70,2013-04,2.98,国四,1.6,L,126,L,4,0,2020-4,2020-4,已过期,1,CVT
起亚,K4 1.8L,2014款,9.00,17.20,2015-09,2.31,国四,1.8,L,143,L,4,1,2019-9,2019-9,已过期,6,AT
大众,朗逸,2013款,5.79,15.00,2013-03,10.01,国四,1.6,L,105,L,4,0,2020-3,2020-3,已过期,6,AT
大众,高尔夫,2016款,11.09,11.34,2015-12,2.94,国五,1.4,T,150,L,4,0,2019-12,2019-12,已过期,7,DCT
大众,速腾,2014款,9.25,18.20,2014-08,4.8,国四,1.4,T,131,L,4,0,2020-8,2019-8,已过期,7,DCT
大众,捷达,2010款,2.76,8.20,2011-12,8.02,国四,1.6,L,95,L,4,0,2019-12,2019-12,已过期,5,MT
现代,索纳塔八,2013款,7.71,8.28,2014-01,6.25,国四,2.0,L,162,L,4,0,2020-1,2020-1,已过期,6,AT
大众,速腾,2015款,9.91,10.19,2015-12,4.45,国五,1.4,T,131,L,4,0,2019-12,2020-3,2020-3,7,DCT
丰田,威驰,2016款,6.40,9.70,2016-09,4.25,国五,1.5,L,107,L,4,0,2020-9,2019-12,已过期,4,AT
日产,天籁,2011款,7.73,8.04,2011-12,8.65,国四,2.0,L,136,L,4,0,2019-12,2019-12,已过期,1,CVT
大众,速腾,2013款,9.29,9.81,2014-07,9.65,国四,2.0,T,200,L,4,1,2020-7,2019-7,已过期,6,DCT
本田,思铂睿,2013款,10.00,25.80,2013-12,5.83,国四,2.4,L,201,L,4,1,2019-12,2019-12,已过期,5,AT
日产,轩逸,2016款,8.92,14.70,2016-10,4.51,国五,1.6,L,126,L,4,0,2020-10,2019-9,已过期,1,CVT
日产,轩逸,2014款,8.10,15.00,2015-10,5.1,国五,1.6,L,126,L,4,0,2019-10,2019-10,已过期,1,CVT
雪佛兰,赛欧,2013款,2.71,7.30,2012-09,4.37,国四,1.2,L,87,L,4,0,2019-9,2019-9,已过期,5,AMT
宝马,1 116i,2012款,11.75,28.10,2013-06,3.64,国四,1.6,T,136,L,4,0,2020-6,2020-6,已过期,8,AT
标致,408 1.8L,2014款,6.84,16.20,2015-04,6.12,国五,1.8,L,139,L,4,0,2021-4,2020-3,已过期,6,AT
宝马,1 116i,2012款,10.86,28.10,2013-01,6.04,国四,1.6,T,136,L,4,0,2020-1,2019-12,已过期,8,AT
别克,君威,2011款,6.70,22.30,2011-12,6.89,国四,2.4,L,186,L,4,0,2019-12,2019-12,已过期,6,AT
大众,CC 1.8TSI,2012款,10.50,10.81,2012-07,6.48,国四,1.8,T,160,L,4,0,2019-7,2019-7,已过期,7,DCT
吉利,博瑞,2015款,8.99,9.07,2016-04,5.09,国五,1.8,T,163,L,4,0,2020-4,2020-4,已过期,6,AT
大众,迈腾,2012款,10.06,10.49,2011-10,9.94,国四,2.0,T,200,L,4,0,2019-10,2019-10,已过期,6,DCT
福特,福克斯,2012款,6.00,15.60,2013-07,5.39,国四,1.6,L,125,L,4,0,2019-7,2019-7,已过期,6,DCT
福特,福睿斯,2015款,5.83,13.00,2015-08,5.95,国五,1.5,L,113,L,4,0,2019-8,2019-8,2019-8,6,AT
马自达,6 2.0L,2011款,5.51,19.50,2012-01,8.84,国四,2.0,L,146,L,4,0,2020-1,2019-12,已过期,5,AT
大众,途观,2012款,8.93,9.11,2012-11,2.75,国四,1.8,T,160,L,4,0,2019-11,2020-3,已过期,6,MT
雪铁龙,C5 2.0L,2014款,8.60,8.78,2015-10,5.25,国五,2.0,L,147,L,4,0,2019-10,2019-10,已过期,6,AT
别克,威朗,2015款,8.38,8.68,2016-05,6.85,国五,1.5,T,169,L,4,0,2020-5,2020-5,已过期,7,DCT
福特,蒙迪欧-致胜,2011款,6.40,21.70,2012-08,8.33,国四,2.0,T,203,L,4,0,2019-8,2019-11,已过期,6,DCT
大众,宝来,2011款,3.64,11.70,2011-09,5.75,国四,1.6,L,105,L,4,0,2019-9,2019-9,已过期,5,MT
奔驰,C C,2011款,11.78,12.14,2012-04,6.15,国四,1.6,T,156,L,4,1,2020-4,2020-4,已过期,5,AT
斯柯达,晶锐,2012款,3.32,8.60,2013-02,1.97,国四,1.4,L,86,L,4,0,2020-2,2020-6,已过期,5,MT
MG3,1.5L,2013款,2.98,9.70,2013-05,8.41,国四,1.5,L,109,L,4,2,2020-5,2020-5,已过期,5,AMT
别克,君越,2012款,7.97,8.14,2012-12,8.25,国四,2.4,L,186,L,4,0,2019-12,2019-12,已过期,6,AT
比亚迪,F3 节能版,2012款,2.70,4.80,2017-01,2.89,国五,1.5,L,109,L,4,0,2021-1,2020-2,已过期,5,MT
长安,悦翔V3,2015款,2.53,2.57,2016-03,4.97,国五,1.4,L,101,L,4,0,2020-3,2020-2,2020-2,5,MT
北汽绅宝,绅宝D70,2013款,3.95,18.00,2013-07,4.26,国四,2.0,T,204,L,4,0,2019-7,2019-7,已过期,5,AT
铃木,启悦,2015款,5.20,10.00,2016-07,6.93,国五,1.6,L,122,L,4,1,2020-7,2019-7,已过期,6,AT
比亚迪,速锐,2014款,3.53,3.63,2014-07,1.97,国四,1.5,L,109,L,4,0,2020-7,2019-7,已过期,5,MT
雪佛兰,爱唯欧,2011款,2.60,9.50,2013-09,5.16,国四,1.4,L,103,L,4,0,2019-9,2019-12,已过期,5,MT
现代,瑞纳,2014款,4.30,8.60,2015-04,2.19,国四,1.4,L,107,L,4,1,2021-4,2020-4,已过期,5,MT
丰田,威驰,2014款,4.58,8.20,2016-01,3.23,国五,1.3,L,99,L,4,1,2020-1,2019-12,已过期,5,MT
雪佛兰,赛欧3,2015款,3.77,3.82,2016-12,2.12,国五,1.5,L,113,L,4,1,2020-12,2019-12,已过期,5,MT
标致,207 三厢,2011款,2.79,8.10,2014-03,4.38,国四,1.4,L,76,L,4,0,2020-3,2020-3,已过期,5,MT
别克,昂科拉,2013款,6.58,6.75,2013-03,2.35,国四,1.4,T,140,L,4,0,2020-3,2019-9,已过期,6,AT
福特,福克斯,2012款,4.84,5.13,2013-10,6.99,国四,1.6,L,125,L,4,0,2019-10,2019-10,已过期,6,DCT
大众,迈腾,2012款,9.04,9.49,2012-06,11.35,国四,1.8,T,160,L,4,0,2019-6,2019-6,已过期,7,DCT
大众,帕萨特,2014款,10.66,10.85,2014-08,12.35,国五,1.8,T,160,L,4,0,2020-8,2019-8,已过期,7,DCT
斯柯达,Yeti 1.8TSI,2014款,8.13,8.77,2014-05,9.25,国四,1.8,T,160,L,4,0,2020-5,2019-5,2019-5,6,DCT
大众,CC 1.8TSI,2012款,12.74,12.94,2013-05,5.13,国四,1.8,T,160,L,4,0,2020-5,2020-5,已过期,7,DCT
斯柯达,昊锐,2012款,6.03,6.35,2012-12,10.92,国四,1.4,T,131,L,4,0,2019-12,2019-12,已过期,7,DCT
三菱,劲炫ASX,2013款,8.15,8.74,2016-01,2.72,国五,2.0,L,167,L,4,0,2020-1,2020-1,已过期,6,CVT
福特,福克斯,2012款,3.65,10.80,2012-08,3.64,国四,1.8,L,124,L,4,0,2019-8,2019-8,已过期,5,MT
奔腾,B70 2.0L,2011款,3.90,16.90,2012-08,5.69,国四,2.0,L,146,L,4,0,2019-8,2019-8,已过期,5,AT
荣威,350 1.5L,2012款,3.18,3.31,2012-09,2.37,国四,1.5,L,109,L,4,0,2019-9,2019-9,已过期,5,MT
荣威,550 550,2012款,3.61,13.90,2013-11,6.41,国四,1.8,L,133,L,4,0,2019-11,2020-2,已过期,5,MT
雪佛兰,科鲁兹,2012款,3.62,3.76,2012-05,9.9,国四,1.6,L,117,L,4,0,2020-5,2019-7,已过期,5,MT
马自达,3 1.6L,2010款,4.19,4.35,2011-08,8.2,国四,1.6,L,107,L,4,1,2019-8,2019-8,已过期,4,AT
现代,途胜,2013款,6.23,6.5,2014-09,3.4,国四,2.0,L,141,L,4,0,2020-9,2019-8,已过期,5,MT
本田,CR 2.4L,2010款,11.00,11.19,2012-01,3.3,国四,2.4,L,170,L,4,0,2020-1,2019-12,已过期,5,AT
别克,昂科拉,2013款,6.16,6.61,2012-11,3.45,国四,1.4,T,140,L,4,0,2019-11,2019-11,已过期,6,AT
大众,帕萨特,2014款,10.20,10.71,2014-09,12.45,国五,1.8,T,160,L,4,1,2020-9,2019-8,已过期,7,DCT
哈弗,H8 2.0T,2015款,10.23,21.90,2016-07,3.08,国五,2.0,T,218,L,4,1,2020-7,2019-7,已过期,6,AT
丰田,花冠,2011款,3.91,11.60,2011-12,9.89,国四,1.6,L,120,L,4,0,2019-12,2019-12,已过期,5,MT
雪佛兰,科鲁兹,2011款,3.98,4.19,2011-09,6.16,国四,1.6,L,121,L,4,1,2019-9,2019-9,已过期,6,AT
现代,途胜,2013款,7.15,7.3,2015-04,6.51,国四,2.0,L,141,L,4,0,2021-4,2019-8,已过期,4,AT
凯迪拉克,XTS 28T,2013款,13.04,38.00,2013-11,10.09,国四,2.0,T,269,L,4,2,2019-11,2019-11,已过期,6,AT
斯柯达,速派,2016款,11.66,11.91,2017-06,4.25,国五,1.8,T,180,L,4,1,2019-6,2020-6,已过期,7,DCT
标致,3008 2.0L,2013款,6.00,6.25,2014-06,4.24,国五,2.0,L,147,L,4,0,2020-6,2020-5,2019-5,5,MT
思铭,1.8L,2012款,4.10,12.10,2012-11,5.36,国四,1.8,L,140,L,4,0,2019-11,已过期,已过期,5,MT
斯柯达,明锐,2013款,5.25,5.55,2012-08,6.94,国四,1.6,L,105,L,4,0,2019-8,2019-8,已过期,6,AT
别克,凯越,2011款,3.24,10.80,2012-08,4.97,国四,1.6,L,110,L,4,0,2019-8,2019-8,已过期,5,MT
雪佛兰,爱唯欧,2014款,3.01,3.12,2014-12,11.72,国五,1.4,L,103,L,4,1,2020-12,2020-1,已过期,5,MT
Jeep,指南者,2012款,9.32,9.52,2013-09,5,国四,2.4,L,170,L,4,1,2019-9,2019-9,已过期,6,CVT
标致,3008 2.0L,2015款,8.18,18.60,2016-03,7.12,国五,2.0,L,147,L,4,0,2020-3,2020-3,已过期,6,AT
江淮,瑞风M3,2016款,5.50,8.60,2017-09,2.02,国五,1.6,L,120,L,4,0,2019-9,2019-9,已过期,5,MT
本田,CR 2.4L,2010款,11.00,11.19,2012-01,3.3,国四,2.4,L,170,L,4,0,2020-1,2019-12,已过期,5,AT
日产,天籁,2011款,7.73,8.04,2011-12,8.65,国四,2.0,L,136,L,4,0,2019-12,2019-12,已过期,1,CVT
大众,速腾,2013款,9.29,9.81,2014-07,9.65,国四,2.0,T,200,L,4,1,2020-7,2019-7,已过期,6,DCT
福特,撼路者,2016款,18.08,19.14,2016-02,3.47,国五,2.0,T,245,L,4,0,2020-2,2020-1,已过期,6,AT
大众,CC 1.8TSI,2012款,12.74,12.94,2013-05,5.13,国四,1.8,T,160,L,4,0,2020-5,2020-5,已过期,7,DCT
福特,福克斯,2012款,4.84,5.13,2013-10,6.99,国四,1.6,L,125,L,4,0,2019-10,2019-10,已过期,6,DCT
大众,迈腾,2012款,10.06,10.49,2011-10,9.94,国四,2.0,T,200,L,4,0,2019-10,2019-10,已过期,6,DCT
别克,威朗,2015款,8.38,8.68,2016-05,6.85,国五,1.5,T,169,L,4,0,2020-5,2020-5,已过期,7,DCT
